Main Clock Divider,TCCx Prescaler,Resolution,PWM Frequency
121,1,1400,566.71
77,2,1100,566.71
154,1,1100,566.71
121,2,700,566.71
242,1,700,566.71
1,1,169500,566.37
3,1,56500,566.37
5,1,33900,566.37
15,1,11300,566.37
113,1,1500,566.37
1,1,169600,566.04
1,2,84800,566.04
2,1,84800,566.04
1,4,42400,566.04
2,2,42400,566.04
4,1,42400,566.04
1,8,21200,566.04
2,4,21200,566.04
4,2,21200,566.04
8,1,21200,566.04
1,16,10600,566.04
2,8,10600,566.04
4,4,10600,566.04
8,2,10600,566.04
16,1,10600,566.04
2,16,5300,566.04
4,8,5300,566.04
8,4,5300,566.04
16,2,5300,566.04
32,1,5300,566.04
53,1,3200,566.04
53,2,1600,566.04
106,1,1600,566.04
53,4,800,566.04
106,2,800,566.04
212,1,800,566.04
53,8,400,566.04
106,4,400,566.04
212,2,400,566.04
53,16,200,566.04
106,8,200,566.04
212,4,200,566.04
106,16,100,566.04
212,8,100,566.04
1,1,169700,565.70
1,1,169800,565.37
1,2,84900,565.37
2,1,84900,565.37
3,1,56600,565.37
3,2,28300,565.37
6,1,28300,565.37
1,1,169900,565.04
1,1,170000,564.71
1,2,85000,564.71
2,1,85000,564.71
1,4,42500,564.71
2,2,42500,564.71
4,1,42500,564.71
5,1,34000,564.71
5,2,17000,564.71
10,1,17000,564.71
17,1,10000,564.71
5,4,8500,564.71
10,2,8500,564.71
20,1,8500,564.71
25,1,6800,564.71
17,2,5000,564.71
34,1,5000,564.71
25,2,3400,564.71
50,1,3400,564.71
17,4,2500,564.71
34,2,2500,564.71
68,1,2500,564.71
85,1,2000,564.71
25,4,1700,564.71
50,2,1700,564.71
100,1,1700,564.71
85,2,1000,564.71
170,1,1000,564.71
85,4,500,564.71
170,2,500,564.71
1,1,170100,564.37
3,1,56700,564.37
7,1,24300,564.37
9,1,18900,564.37
21,1,8100,564.37
27,1,6300,564.37
63,1,2700,564.37
81,1,2100,564.37
189,1,900,564.37
243,1,700,564.37
1,1,170200,564.04
1,2,85100,564.04
2,1,85100,564.04
23,1,7400,564.04
37,1,4600,564.04
23,2,3700,564.04
46,1,3700,564.04
37,2,2300,564.04
74,1,2300,564.04
1,1,170300,563.71
13,1,13100,563.71
131,1,1300,563.71
1,1,170400,563.38
1,2,85200,563.38
2,1,85200,563.38
3,1,56800,563.38
1,4,42600,563.38
2,2,42600,563.38
4,1,42600,563.38
3,2,28400,563.38
6,1,28400,563.38
1,8,21300,563.38
2,4,21300,563.38
4,2,21300,563.38
8,1,21300,563.38
3,4,14200,563.38
6,2,14200,563.38
12,1,14200,563.38
3,8,7100,563.38
6,4,7100,563.38
12,2,7100,563.38
24,1,7100,563.38
71,1,2400,563.38
71,2,1200,563.38
142,1,1200,563.38
213,1,800,563.38
71,4,600,563.38
142,2,600,563.38
213,2,400,563.38
71,8,300,563.38
142,4,300,563.38
213,4,200,563.38
213,8,100,563.38
1,1,170500,563.05
5,1,34100,563.05
11,1,15500,563.05
31,1,5500,563.05
55,1,3100,563.05
155,1,1100,563.05
1,1,170600,562.72
1,2,85300,562.72
2,1,85300,562.72
1,1,170700,562.39
3,1,56900,562.39
1,1,170800,562.06
1,2,85400,562.06
2,1,85400,562.06
1,4,42700,562.06
2,2,42700,562.06
4,1,42700,562.06
7,1,24400,562.06
7,2,12200,562.06
14,1,12200,562.06
7,4,6100,562.06
14,2,6100,562.06
28,1,6100,562.06
61,1,2800,562.06
61,2,1400,562.06
122,1,1400,562.06
61,4,700,562.06
122,2,700,562.06
244,1,700,562.06
1,1,170900,561.73
1,1,171000,561.40
1,2,85500,561.40
2,1,85500,561.40
3,1,57000,561.40
5,1,34200,561.40
3,2,28500,561.40
6,1,28500,561.40
9,1,19000,561.40
5,2,17100,561.40
10,1,17100,561.40
15,1,11400,561.40
9,2,9500,561.40
18,1,9500,561.40
19,1,9000,561.40
15,2,5700,561.40
30,1,5700,561.40
19,2,4500,561.40
38,1,4500,561.40
45,1,3800,561.40
57,1,3000,561.40
45,2,1900,561.40
90,1,1900,561.40
95,1,1800,561.40
57,2,1500,561.40
114,1,1500,561.40
171,1,1000,561.40
95,2,900,561.40
190,1,900,561.40
171,2,500,561.40
1,1,171100,561.08
29,1,5900,561.08
59,1,2900,561.08
1,1,171200,560.75
1,2,85600,560.75
2,1,85600,560.75
1,4,42800,560.75
2,2,42800,560.75
4,1,42800,560.75
1,8,21400,560.75
2,4,21400,560.75
4,2,21400,560.75
8,1,21400,560.75
1,16,10700,560.75
2,8,10700,560.75
4,4,10700,560.75
8,2,10700,560.75
16,1,10700,560.75
107,1,1600,560.75
107,2,800,560.75
214,1,800,560.75
107,4,400,560.75
214,2,400,560.75
107,8,200,560.75
214,4,200,560.75
107,16,100,560.75
214,8,100,560.75
1,1,171300,560.42
3,1,57100,560.42
1,1,171400,560.09
1,2,85700,560.09
2,1,85700,560.09
1,1,171500,559.77
5,1,34300,559.77
7,1,24500,559.77
35,1,4900,559.77
49,1,3500,559.77
245,1,700,559.77
1,1,171600,559.44
1,2,85800,559.44
2,1,85800,559.44
3,1,57200,559.44
1,4,42900,559.44
2,2,42900,559.44
4,1,42900,559.44
3,2,28600,559.44
6,1,28600,559.44
11,1,15600,559.44
3,4,14300,559.44
6,2,14300,559.44
12,1,14300,559.44
13,1,13200,559.44
11,2,7800,559.44
22,1,7800,559.44
13,2,6600,559.44
26,1,6600,559.44
33,1,5200,559.44
39,1,4400,559.44
11,4,3900,559.44
22,2,3900,559.44
44,1,3900,559.44
13,4,3300,559.44
26,2,3300,559.44
52,1,3300,559.44
33,2,2600,559.44
66,1,2600,559.44
39,2,2200,559.44
78,1,2200,559.44
33,4,1300,559.44
66,2,1300,559.44
132,1,1300,559.44
143,1,1200,559.44
39,4,1100,559.44
78,2,1100,559.44
156,1,1100,559.44
143,2,600,559.44
143,4,300,559.44
1,1,171700,559.11
17,1,10100,559.11
101,1,1700,559.11
1,1,171800,558.79
1,2,85900,558.79
2,1,85900,558.79
1,1,171900,558.46
3,1,57300,558.46
9,1,19100,558.46
191,1,900,558.46
1,1,172000,558.14
1,2,86000,558.14
2,1,86000,558.14
1,4,43000,558.14
2,2,43000,558.14
4,1,43000,558.14
5,1,34400,558.14
1,8,21500,558.14
2,4,21500,558.14
4,2,21500,558.14
8,1,21500,558.14
5,2,17200,558.14
10,1,17200,558.14
5,4,8600,558.14
10,2,8600,558.14
20,1,8600,558.14
5,8,4300,558.14
10,4,4300,558.14
20,2,4300,558.14
40,1,4300,558.14
43,1,4000,558.14
43,2,2000,558.14
86,1,2000,558.14
43,4,1000,558.14
86,2,1000,558.14
172,1,1000,558.14
215,1,800,558.14
43,8,500,558.14
86,4,500,558.14
172,2,500,558.14
215,2,400,558.14
215,4,200,558.14
215,8,100,558.14
1,1,172100,557.82
1,1,172200,557.49
1,2,86100,557.49
2,1,86100,557.49
3,1,57400,557.49
3,2,28700,557.49
6,1,28700,557.49
7,1,24600,557.49
7,2,12300,557.49
14,1,12300,557.49
21,1,8200,557.49
41,1,4200,557.49
21,2,4100,557.49
42,1,4100,557.49
41,2,2100,557.49
82,1,2100,557.49
123,1,1400,557.49
123,2,700,557.49
246,1,700,557.49
1,1,172300,557.17
1,1,172400,556.84
1,2,86200,556.84
2,1,86200,556.84
1,4,43100,556.84
2,2,43100,556.84
4,1,43100,556.84
1,1,172500,556.52
3,1,57500,556.52
5,1,34500,556.52
15,1,11500,556.52
23,1,7500,556.52
25,1,6900,556.52
69,1,2500,556.52
75,1,2300,556.52
115,1,1500,556.52
1,1,172600,556.20
1,2,86300,556.20
2,1,86300,556.20
1,1,172700,555.88
11,1,15700,555.88
157,1,1100,555.88
1,1,172800,555.56
1,2,86400,555.56
2,1,86400,555.56
3,1,57600,555.56
1,4,43200,555.56
2,2,43200,555.56
4,1,43200,555.56
3,2,28800,555.56
6,1,28800,555.56
1,8,21600,555.56
2,4,21600,555.56
4,2,21600,555.56
8,1,21600,555.56
9,1,19200,555.56
3,4,14400,555.56
6,2,14400,555.56
12,1,14400,555.56
1,16,10800,555.56
2,8,10800,555.56
4,4,10800,555.56
8,2,10800,555.56
16,1,10800,555.56
9,2,9600,555.56
18,1,9600,555.56
3,8,7200,555.56
6,4,7200,555.56
12,2,7200,555.56
24,1,7200,555.56
27,1,6400,555.56
2,16,5400,555.56
4,8,5400,555.56
8,4,5400,555.56
16,2,5400,555.56
32,1,5400,555.56
9,4,4800,555.56
18,2,4800,555.56
36,1,4800,555.56
3,16,3600,555.56
6,8,3600,555.56
12,4,3600,555.56
24,2,3600,555.56
48,1,3600,555.56
27,2,3200,555.56
54,1,3200,555.56
1,64,2700,555.56
4,16,2700,555.56
8,8,2700,555.56
16,4,2700,555.56
32,2,2700,555.56
64,1,2700,555.56
9,8,2400,555.56
18,4,2400,555.56
36,2,2400,555.56
72,1,2400,555.56
6,16,1800,555.56
12,8,1800,555.56
24,4,1800,555.56
48,2,1800,555.56
96,1,1800,555.56
27,4,1600,555.56
54,2,1600,555.56
108,1,1600,555.56
9,16,1200,555.56
18,8,1200,555.56
36,4,1200,555.56
72,2,1200,555.56
144,1,1200,555.56
3,64,900,555.56
12,16,900,555.56
24,8,900,555.56
48,4,900,555.56
96,2,900,555.56
192,1,900,555.56
27,8,800,555.56
54,4,800,555.56
108,2,800,555.56
216,1,800,555.56
18,16,600,555.56
36,8,600,555.56
72,4,600,555.56
144,2,600,555.56
27,16,400,555.56
54,8,400,555.56
108,4,400,555.56
216,2,400,555.56
9,64,300,555.56
36,16,300,555.56
72,8,300,555.56
144,4,300,555.56
54,16,200,555.56
108,8,200,555.56
216,4,200,555.56
27,64,100,555.56
108,16,100,555.56
216,8,100,555.56
1,1,172900,555.23
7,1,24700,555.23
13,1,13300,555.23
19,1,9100,555.23
91,1,1900,555.23
133,1,1300,555.23
247,1,700,555.23
1,1,173000,554.91
1,2,86500,554.91
2,1,86500,554.91
5,1,34600,554.91
5,2,17300,554.91
10,1,17300,554.91
173,1,1000,554.91
173,2,500,554.91
1,1,173100,554.59
3,1,57700,554.59
1,1,173200,554.27
1,2,86600,554.27
2,1,86600,554.27
1,4,43300,554.27
2,2,43300,554.27
4,1,43300,554.27
1,1,173300,553.95
1,1,173400,553.63
1,2,86700,553.63
2,1,86700,553.63
3,1,57800,553.63
3,2,28900,553.63
6,1,28900,553.63
17,1,10200,553.63
17,2,5100,553.63
34,1,5100,553.63
51,1,3400,553.63
51,2,1700,553.63
102,1,1700,553.63
1,1,173500,553.31
5,1,34700,553.31
1,1,173600,553.00
1,2,86800,553.00
2,1,86800,553.00
1,4,43400,553.00
2,2,43400,553.00
4,1,43400,553.00
7,1,24800,553.00
1,8,21700,553.00
2,4,21700,553.00
4,2,21700,553.00
8,1,21700,553.00
7,2,12400,553.00
14,1,12400,553.00
7,4,6200,553.00
14,2,6200,553.00
28,1,6200,553.00
31,1,5600,553.00
7,8,3100,553.00
14,4,3100,553.00
28,2,3100,553.00
56,1,3100,553.00
31,2,2800,553.00
62,1,2800,553.00
31,4,1400,553.00
62,2,1400,553.00
124,1,1400,553.00
217,1,800,553.00
31,8,700,553.00
62,4,700,553.00
124,2,700,553.00
248,1,700,553.00
217,2,400,553.00
217,4,200,553.00
217,8,100,553.00
1,1,173700,552.68
3,1,57900,552.68
9,1,19300,552.68
193,1,900,552.68
1,1,173800,552.36
1,2,86900,552.36
2,1,86900,552.36
11,1,15800,552.36
11,2,7900,552.36
22,1,7900,552.36
79,1,2200,552.36
79,2,1100,552.36
158,1,1100,552.36
1,1,173900,552.04
37,1,4700,552.04
47,1,3700,552.04
1,1,174000,551.72
1,2,87000,551.72
2,1,87000,551.72
3,1,58000,551.72
1,4,43500,551.72
2,2,43500,551.72
4,1,43500,551.72
5,1,34800,551.72
3,2,29000,551.72
6,1,29000,551.72
5,2,17400,551.72
10,1,17400,551.72
3,4,14500,551.72
6,2,14500,551.72
12,1,14500,551.72
15,1,11600,551.72
5,4,8700,551.72
10,2,8700,551.72
20,1,8700,551.72
29,1,6000,551.72
15,2,5800,551.72
30,1,5800,551.72
29,2,3000,551.72
58,1,3000,551.72
15,4,2900,551.72
30,2,2900,551.72
60,1,2900,551.72
87,1,2000,551.72
29,4,1500,551.72
58,2,1500,551.72
116,1,1500,551.72
145,1,1200,551.72
87,2,1000,551.72
174,1,1000,551.72
145,2,600,551.72
87,4,500,551.72
174,2,500,551.72
145,4,300,551.72
1,1,174100,551.41
1,1,174200,551.09
1,2,87100,551.09
2,1,87100,551.09
13,1,13400,551.09
13,2,6700,551.09
26,1,6700,551.09
67,1,2600,551.09
67,2,1300,551.09
134,1,1300,551.09
1,1,174300,550.77
3,1,58100,550.77
7,1,24900,550.77
21,1,8300,550.77
83,1,2100,550.77
249,1,700,550.77
1,1,174400,550.46
1,2,87200,550.46
2,1,87200,550.46
1,4,43600,550.46
2,2,43600,550.46
4,1,43600,550.46
1,8,21800,550.46
2,4,21800,550.46
4,2,21800,550.46
8,1,21800,550.46
1,16,10900,550.46
2,8,10900,550.46
4,4,10900,550.46
8,2,10900,550.46
16,1,10900,550.46
109,1,1600,550.46
109,2,800,550.46
218,1,800,550.46
109,4,400,550.46
218,2,400,550.46
109,8,200,550.46
218,4,200,550.46
109,16,100,550.46
218,8,100,550.46
1,1,174500,550.14
5,1,34900,550.14
1,1,174600,549.83
1,2,87300,549.83
2,1,87300,549.83
3,1,58200,549.83
3,2,29100,549.83
6,1,29100,549.83
9,1,19400,549.83
9,2,9700,549.83
18,1,9700,549.83
97,1,1800,549.83
97,2,900,549.83
194,1,900,549.83
1,1,174700,549.51
1,1,174800,549.20
1,2,87400,549.20
2,1,87400,549.20
1,4,43700,549.20
2,2,43700,549.20
4,1,43700,549.20
19,1,9200,549.20
23,1,7600,549.20
19,2,4600,549.20
38,1,4600,549.20
23,2,3800,549.20
46,1,3800,549.20
19,4,2300,549.20
38,2,2300,549.20
76,1,2300,549.20
23,4,1900,549.20
46,2,1900,549.20
92,1,1900,549.20
1,1,174900,548.89
3,1,58300,548.89
11,1,15900,548.89
33,1,5300,548.89
53,1,3300,548.89
159,1,1100,548.89
1,1,175000,548.57
1,2,87500,548.57
2,1,87500,548.57
5,1,35000,548.57
7,1,25000,548.57
5,2,17500,548.57
10,1,17500,548.57
7,2,12500,548.57
14,1,12500,548.57
25,1,7000,548.57
35,1,5000,548.57
25,2,3500,548.57
50,1,3500,548.57
35,2,2500,548.57
70,1,2500,548.57
125,1,1400,548.57
175,1,1000,548.57
125,2,700,548.57
250,1,700,548.57
175,2,500,548.57
1,1,175100,548.26
17,1,10300,548.26
103,1,1700,548.26
1,1,175200,547.95
1,2,87600,547.95
2,1,87600,547.95
3,1,58400,547.95
1,4,43800,547.95
2,2,43800,547.95
4,1,43800,547.95
3,2,29200,547.95
6,1,29200,547.95
1,8,21900,547.95
2,4,21900,547.95
4,2,21900,547.95
8,1,21900,547.95
3,4,14600,547.95
6,2,14600,547.95
12,1,14600,547.95
3,8,7300,547.95
6,4,7300,547.95
12,2,7300,547.95
24,1,7300,547.95
73,1,2400,547.95
73,2,1200,547.95
146,1,1200,547.95
219,1,800,547.95
73,4,600,547.95
146,2,600,547.95
219,2,400,547.95
73,8,300,547.95
146,4,300,547.95
219,4,200,547.95
219,8,100,547.95
1,1,175300,547.63
1,1,175400,547.32
1,2,87700,547.32
2,1,87700,547.32
1,1,175500,547.01
3,1,58500,547.01
5,1,35100,547.01
9,1,19500,547.01
13,1,13500,547.01
15,1,11700,547.01
27,1,6500,547.01
39,1,4500,547.01
45,1,3900,547.01
65,1,2700,547.01
117,1,1500,547.01
135,1,1300,547.01
195,1,900,547.01
1,1,175600,546.70
1,2,87800,546.70
2,1,87800,546.70
1,4,43900,546.70
2,2,43900,546.70
4,1,43900,546.70
1,1,175700,546.39
7,1,25100,546.39
251,1,700,546.39
1,1,175800,546.08
1,2,87900,546.08
2,1,87900,546.08
3,1,58600,546.08
3,2,29300,546.08
6,1,29300,546.08
1,1,175900,545.76
1,1,176000,545.45
1,2,88000,545.45
2,1,88000,545.45
1,4,44000,545.45
2,2,44000,545.45
4,1,44000,545.45
5,1,35200,545.45
1,8,22000,545.45
2,4,22000,545.45
4,2,22000,545.45
8,1,22000,545.45
5,2,17600,545.45
10,1,17600,545.45
11,1,16000,545.45
1,16,11000,545.45
2,8,11000,545.45
4,4,11000,545.45
8,2,11000,545.45
16,1,11000,545.45
5,4,8800,545.45
10,2,8800,545.45
20,1,8800,545.45
11,2,8000,545.45
22,1,8000,545.45
2,16,5500,545.45
4,8,5500,545.45
8,4,5500,545.45
16,2,5500,545.45
32,1,5500,545.45
5,8,4400,545.45
10,4,4400,545.45
20,2,4400,545.45
40,1,4400,545.45
11,4,4000,545.45
22,2,4000,545.45
44,1,4000,545.45
55,1,3200,545.45
5,16,2200,545.45
10,8,2200,545.45
20,4,2200,545.45
40,2,2200,545.45
80,1,2200,545.45
11,8,2000,545.45
22,4,2000,545.45
44,2,2000,545.45
88,1,2000,545.45
55,2,1600,545.45
110,1,1600,545.45
10,16,1100,545.45
20,8,1100,545.45
40,4,1100,545.45
80,2,1100,545.45
160,1,1100,545.45
11,16,1000,545.45
22,8,1000,545.45
44,4,1000,545.45
88,2,1000,545.45
176,1,1000,545.45
55,4,800,545.45
110,2,800,545.45
220,1,800,545.45
22,16,500,545.45
44,8,500,545.45
88,4,500,545.45
176,2,500,545.45
55,8,400,545.45
110,4,400,545.45
220,2,400,545.45
55,16,200,545.45
110,8,200,545.45
220,4,200,545.45
110,16,100,545.45
220,8,100,545.45
1,1,176100,545.14
3,1,58700,545.14
1,1,176200,544.84
1,2,88100,544.84
2,1,88100,544.84
1,1,176300,544.53
41,1,4300,544.53
43,1,4100,544.53
1,1,176400,544.22
1,2,88200,544.22
2,1,88200,544.22
3,1,58800,544.22
1,4,44100,544.22
2,2,44100,544.22
4,1,44100,544.22
3,2,29400,544.22
6,1,29400,544.22
7,1,25200,544.22
9,1,19600,544.22
3,4,14700,544.22
6,2,14700,544.22
12,1,14700,544.22
7,2,12600,544.22
14,1,12600,544.22
9,2,9800,544.22
18,1,9800,544.22
21,1,8400,544.22
7,4,6300,544.22
14,2,6300,544.22
28,1,6300,544.22
9,4,4900,544.22
18,2,4900,544.22
36,1,4900,544.22
21,2,4200,544.22
42,1,4200,544.22
49,1,3600,544.22
63,1,2800,544.22
21,4,2100,544.22
42,2,2100,544.22
84,1,2100,544.22
49,2,1800,544.22
98,1,1800,544.22
63,2,1400,544.22
126,1,1400,544.22
147,1,1200,544.22
49,4,900,544.22
98,2,900,544.22
196,1,900,544.22
63,4,700,544.22
126,2,700,544.22
252,1,700,544.22
147,2,600,544.22
147,4,300,544.22
1,1,176500,543.91
5,1,35300,543.91
1,1,176600,543.60
1,2,88300,543.60
2,1,88300,543.60
1,1,176700,543.29
3,1,58900,543.29
19,1,9300,543.29
31,1,5700,543.29
57,1,3100,543.29
93,1,1900,543.29
1,1,176800,542.99
1,2,88400,542.99
2,1,88400,542.99
1,4,44200,542.99
2,2,44200,542.99
4,1,44200,542.99
1,8,22100,542.99
2,4,22100,542.99
4,2,22100,542.99
8,1,22100,542.99
13,1,13600,542.99
17,1,10400,542.99
13,2,6800,542.99
26,1,6800,542.99
17,2,5200,542.99
34,1,5200,542.99
13,4,3400,542.99
26,2,3400,542.99
52,1,3400,542.99
17,4,2600,542.99
34,2,2600,542.99
68,1,2600,542.99
13,8,1700,542.99
26,4,1700,542.99
52,2,1700,542.99
104,1,1700,542.99
17,8,1300,542.99
34,4,1300,542.99
68,2,1300,542.99
136,1,1300,542.99
221,1,800,542.99
221,2,400,542.99
221,4,200,542.99
221,8,100,542.99
1,1,176900,542.68
29,1,6100,542.68
61,1,2900,542.68
1,1,177000,542.37
1,2,88500,542.37
2,1,88500,542.37
3,1,59000,542.37
5,1,35400,542.37
3,2,29500,542.37
6,1,29500,542.37
5,2,17700,542.37
10,1,17700,542.37
15,1,11800,542.37
15,2,5900,542.37
30,1,5900,542.37
59,1,3000,542.37
59,2,1500,542.37
118,1,1500,542.37
177,1,1000,542.37
177,2,500,542.37
1,1,177100,542.07
7,1,25300,542.07
11,1,16100,542.07
23,1,7700,542.07
77,1,2300,542.07
161,1,1100,542.07
253,1,700,542.07
1,1,177200,541.76
1,2,88600,541.76
2,1,88600,541.76
1,4,44300,541.76
2,2,44300,541.76
4,1,44300,541.76
1,1,177300,541.46
3,1,59100,541.46
9,1,19700,541.46
197,1,900,541.46
1,1,177400,541.15
1,2,88700,541.15
2,1,88700,541.15
1,1,177500,540.85
5,1,35500,540.85
25,1,7100,540.85
71,1,2500,540.85
1,1,177600,540.54
1,2,88800,540.54
2,1,88800,540.54
3,1,59200,540.54
1,4,44400,540.54
2,2,44400,540.54
4,1,44400,540.54
3,2,29600,540.54
6,1,29600,540.54
1,8,22200,540.54
2,4,22200,540.54
4,2,22200,540.54
8,1,22200,540.54
3,4,14800,540.54
6,2,14800,540.54
12,1,14800,540.54
1,16,11100,540.54
2,8,11100,540.54
4,4,11100,540.54
8,2,11100,540.54
16,1,11100,540.54
3,8,7400,540.54
6,4,7400,540.54
12,2,7400,540.54
24,1,7400,540.54
37,1,4800,540.54
3,16,3700,540.54
6,8,3700,540.54
12,4,3700,540.54
24,2,3700,540.54
48,1,3700,540.54
37,2,2400,540.54
74,1,2400,540.54
111,1,1600,540.54
37,4,1200,540.54
74,2,1200,540.54
148,1,1200,540.54
111,2,800,540.54
222,1,800,540.54
37,8,600,540.54
74,4,600,540.54
148,2,600,540.54
111,4,400,540.54
222,2,400,540.54
37,16,300,540.54
74,8,300,540.54
148,4,300,540.54
111,8,200,540.54
222,4,200,540.54
111,16,100,540.54
222,8,100,540.54
1,1,177700,540.24
1,1,177800,539.93
1,2,88900,539.93
2,1,88900,539.93
7,1,25400,539.93
7,2,12700,539.93
14,1,12700,539.93
127,1,1400,539.93
127,2,700,539.93
254,1,700,539.93
1,1,177900,539.63
3,1,59300,539.63
1,1,178000,539.33
1,2,89000,539.33
2,1,89000,539.33
1,4,44500,539.33
2,2,44500,539.33
4,1,44500,539.33
5,1,35600,539.33
5,2,17800,539.33
10,1,17800,539.33
5,4,8900,539.33
10,2,8900,539.33
20,1,8900,539.33
89,1,2000,539.33
89,2,1000,539.33
178,1,1000,539.33
89,4,500,539.33
178,2,500,539.33
1,1,178100,539.02
13,1,13700,539.02
137,1,1300,539.02
1,1,178200,538.72
1,2,89100,538.72
2,1,89100,538.72
3,1,59400,538.72
3,2,29700,538.72
6,1,29700,538.72
9,1,19800,538.72
11,1,16200,538.72
9,2,9900,538.72
18,1,9900,538.72
11,2,8100,538.72
22,1,8100,538.72
27,1,6600,538.72
33,1,5400,538.72
27,2,3300,538.72
54,1,3300,538.72
33,2,2700,538.72
66,1,2700,538.72
81,1,2200,538.72
99,1,1800,538.72
81,2,1100,538.72
162,1,1100,538.72
99,2,900,538.72
198,1,900,538.72
1,1,178300,538.42
1,1,178400,538.12
1,2,89200,538.12
2,1,89200,538.12
1,4,44600,538.12
2,2,44600,538.12
4,1,44600,538.12
1,8,22300,538.12
2,4,22300,538.12
4,2,22300,538.12
8,1,22300,538.12
223,1,800,538.12
223,2,400,538.12
223,4,200,538.12
223,8,100,538.12
1,1,178500,537.82
3,1,59500,537.82
5,1,35700,537.82
7,1,25500,537.82
15,1,11900,537.82
17,1,10500,537.82
21,1,8500,537.82
35,1,5100,537.82
51,1,3500,537.82
85,1,2100,537.82
105,1,1700,537.82
119,1,1500,537.82
255,1,700,537.82
1,1,178600,537.51
1,2,89300,537.51
2,1,89300,537.51
19,1,9400,537.51
19,2,4700,537.51
38,1,4700,537.51
47,1,3800,537.51
47,2,1900,537.51
94,1,1900,537.51
1,1,178700,537.21
1,1,178800,536.91
1,2,89400,536.91
2,1,89400,536.91
3,1,59600,536.91
1,4,44700,536.91
2,2,44700,536.91
4,1,44700,536.91
3,2,29800,536.91
6,1,29800,536.91
3,4,14900,536.91
6,2,14900,536.91
12,1,14900,536.91
149,1,1200,536.91
149,2,600,536.91
149,4,300,536.91
1,1,178900,536.61
1,1,179000,536.31
1,2,89500,536.31
2,1,89500,536.31
5,1,35800,536.31
5,2,17900,536.31
10,1,17900,536.31
179,1,1000,536.31
179,2,500,536.31
1,1,179100,536.01
3,1,59700,536.01
9,1,19900,536.01
199,1,900,536.01
1,1,179200,535.71
1,2,89600,535.71
2,1,89600,535.71
1,4,44800,535.71
2,2,44800,535.71
4,1,44800,535.71
7,1,25600,535.71
1,8,22400,535.71
2,4,22400,535.71
4,2,22400,535.71
8,1,22400,535.71
7,2,12800,535.71
14,1,12800,535.71
1,16,11200,535.71
2,8,11200,535.71
4,4,11200,535.71
8,2,11200,535.71
16,1,11200,535.71
7,4,6400,535.71
14,2,6400,535.71
28,1,6400,535.71
2,16,5600,535.71
4,8,5600,535.71
8,4,5600,535.71
16,2,5600,535.71
32,1,5600,535.71
7,8,3200,535.71
14,4,3200,535.71
28,2,3200,535.71
56,1,3200,535.71
1,64,2800,535.71
4,16,2800,535.71
8,8,2800,535.71
16,4,2800,535.71
32,2,2800,535.71
64,1,2800,535.71
7,16,1600,535.71
14,8,1600,535.71
28,4,1600,535.71
56,2,1600,535.71
112,1,1600,535.71
2,64,1400,535.71
8,16,1400,535.71
16,8,1400,535.71
32,4,1400,535.71
64,2,1400,535.71
128,1,1400,535.71
14,16,800,535.71
28,8,800,535.71
56,4,800,535.71
112,2,800,535.71
224,1,800,535.71
1,256,700,535.71
4,64,700,535.71
16,16,700,535.71
32,8,700,535.71
64,4,700,535.71
128,2,700,535.71
7,64,400,535.71
28,16,400,535.71
56,8,400,535.71
112,4,400,535.71
224,2,400,535.71
14,64,200,535.71
56,16,200,535.71
112,8,200,535.71
224,4,200,535.71
7,256,100,535.71
28,64,100,535.71
112,16,100,535.71
224,8,100,535.71
1,1,179300,535.42
11,1,16300,535.42
163,1,1100,535.42
1,1,179400,535.12
1,2,89700,535.12
2,1,89700,535.12
3,1,59800,535.12
3,2,29900,535.12
6,1,29900,535.12
13,1,13800,535.12
23,1,7800,535.12
13,2,6900,535.12
26,1,6900,535.12
39,1,4600,535.12
23,2,3900,535.12
46,1,3900,535.12
69,1,2600,535.12
39,2,2300,535.12
78,1,2300,535.12
69,2,1300,535.12
138,1,1300,535.12
1,1,179500,534.82
5,1,35900,534.82
1,1,179600,534.52
1,2,89800,534.52
2,1,89800,534.52
1,4,44900,534.52
2,2,44900,534.52
4,1,44900,534.52
1,1,179700,534.22
3,1,59900,534.22
1,1,179800,533.93
1,2,89900,533.93
2,1,89900,533.93
29,1,6200,533.93
31,1,5800,533.93
29,2,3100,533.93
58,1,3100,533.93
31,2,2900,533.93
62,1,2900,533.93
1,1,179900,533.63
7,1,25700,533.63
1,1,180000,533.33
1,2,90000,533.33
2,1,90000,533.33
3,1,60000,533.33
1,4,45000,533.33
2,2,45000,533.33
4,1,45000,533.33
5,1,36000,533.33
3,2,30000,533.33
6,1,30000,533.33
1,8,22500,533.33
2,4,22500,533.33
4,2,22500,533.33
8,1,22500,533.33
9,1,20000,533.33
5,2,18000,533.33
10,1,18000,533.33
3,4,15000,533.33
6,2,15000,533.33
12,1,15000,533.33
15,1,12000,533.33
9,2,10000,533.33
18,1,10000,533.33
5,4,9000,533.33
10,2,9000,533.33
20,1,9000,533.33
3,8,7500,533.33
6,4,7500,533.33
12,2,7500,533.33
24,1,7500,533.33
25,1,7200,533.33
15,2,6000,533.33
30,1,6000,533.33
9,4,5000,533.33
18,2,5000,533.33
36,1,5000,533.33
5,8,4500,533.33
10,4,4500,533.33
20,2,4500,533.33
40,1,4500,533.33
45,1,4000,533.33
25,2,3600,533.33
50,1,3600,533.33
15,4,3000,533.33
30,2,3000,533.33
60,1,3000,533.33
