Main Clock Divider,TCCx Prescaler,Resolution,PWM Frequency
9,1,3500,3047.62
15,1,2100,3047.62
21,1,1500,3047.62
35,1,900,3047.62
45,1,700,3047.62
63,1,500,3047.62
105,1,300,3047.62
1,1,31600,3037.97
1,2,15800,3037.97
2,1,15800,3037.97
1,4,7900,3037.97
2,2,7900,3037.97
4,1,7900,3037.97
79,1,400,3037.97
79,2,200,3037.97
158,1,200,3037.97
79,4,100,3037.97
158,2,100,3037.97
1,1,31700,3028.39
1,1,31800,3018.87
1,2,15900,3018.87
2,1,15900,3018.87
3,1,10600,3018.87
3,2,5300,3018.87
6,1,5300,3018.87
53,1,600,3018.87
53,2,300,3018.87
106,1,300,3018.87
159,1,200,3018.87
159,2,100,3018.87
1,1,31900,3009.40
11,1,2900,3009.40
29,1,1100,3009.40
1,1,32000,3000.00
1,2,16000,3000.00
2,1,16000,3000.00
1,4,8000,3000.00
2,2,8000,3000.00
4,1,8000,3000.00
5,1,6400,3000.00
1,8,4000,3000.00
2,4,4000,3000.00
4,2,4000,3000.00
8,1,4000,3000.00
5,2,3200,3000.00
10,1,3200,3000.00
1,16,2000,3000.00
2,8,2000,3000.00
4,4,2000,3000.00
8,2,2000,3000.00
16,1,2000,3000.00
5,4,1600,3000.00
10,2,1600,3000.00
20,1,1600,3000.00
2,16,1000,3000.00
4,8,1000,3000.00
8,4,1000,3000.00
16,2,1000,3000.00
32,1,1000,3000.00
5,8,800,3000.00
10,4,800,3000.00
20,2,800,3000.00
40,1,800,3000.00
1,64,500,3000.00
4,16,500,3000.00
8,8,500,3000.00
16,4,500,3000.00
32,2,500,3000.00
64,1,500,3000.00
5,16,400,3000.00
10,8,400,3000.00
20,4,400,3000.00
40,2,400,3000.00
80,1,400,3000.00
10,16,200,3000.00
20,8,200,3000.00
40,4,200,3000.00
80,2,200,3000.00
160,1,200,3000.00
5,64,100,3000.00
20,16,100,3000.00
40,8,100,3000.00
80,4,100,3000.00
160,2,100,3000.00
1,1,32100,2990.65
3,1,10700,2990.65
107,1,300,2990.65
1,1,32200,2981.37
1,2,16100,2981.37
2,1,16100,2981.37
7,1,4600,2981.37
7,2,2300,2981.37
14,1,2300,2981.37
23,1,1400,2981.37
23,2,700,2981.37
46,1,700,2981.37
161,1,200,2981.37
161,2,100,2981.37
1,1,32300,2972.14
17,1,1900,2972.14
19,1,1700,2972.14
1,1,32400,2962.96
1,2,16200,2962.96
2,1,16200,2962.96
3,1,10800,2962.96
1,4,8100,2962.96
2,2,8100,2962.96
4,1,8100,2962.96
3,2,5400,2962.96
6,1,5400,2962.96
9,1,3600,2962.96
3,4,2700,2962.96
6,2,2700,2962.96
12,1,2700,2962.96
9,2,1800,2962.96
18,1,1800,2962.96
27,1,1200,2962.96
9,4,900,2962.96
18,2,900,2962.96
36,1,900,2962.96
27,2,600,2962.96
54,1,600,2962.96
81,1,400,2962.96
27,4,300,2962.96
54,2,300,2962.96
108,1,300,2962.96
81,2,200,2962.96
162,1,200,2962.96
81,4,100,2962.96
162,2,100,2962.96
1,1,32500,2953.85
5,1,6500,2953.85
13,1,2500,2953.85
25,1,1300,2953.85
65,1,500,2953.85
1,1,32600,2944.79
1,2,16300,2944.79
2,1,16300,2944.79
163,1,200,2944.79
163,2,100,2944.79
1,1,32700,2935.78
3,1,10900,2935.78
109,1,300,2935.78
1,1,32800,2926.83
1,2,16400,2926.83
2,1,16400,2926.83
1,4,8200,2926.83
2,2,8200,2926.83
4,1,8200,2926.83
1,8,4100,2926.83
2,4,4100,2926.83
4,2,4100,2926.83
8,1,4100,2926.83
41,1,800,2926.83
41,2,400,2926.83
82,1,400,2926.83
41,4,200,2926.83
82,2,200,2926.83
164,1,200,2926.83
41,8,100,2926.83
82,4,100,2926.83
164,2,100,2926.83
1,1,32900,2917.93
7,1,4700,2917.93
47,1,700,2917.93
1,1,33000,2909.09
1,2,16500,2909.09
2,1,16500,2909.09
3,1,11000,2909.09
5,1,6600,2909.09
3,2,5500,2909.09
6,1,5500,2909.09
5,2,3300,2909.09
10,1,3300,2909.09
11,1,3000,2909.09
15,1,2200,2909.09
11,2,1500,2909.09
22,1,1500,2909.09
15,2,1100,2909.09
30,1,1100,2909.09
33,1,1000,2909.09
55,1,600,2909.09
33,2,500,2909.09
66,1,500,2909.09
55,2,300,2909.09
110,1,300,2909.09
165,1,200,2909.09
165,2,100,2909.09
1,1,33100,2900.30
1,1,33200,2891.57
1,2,16600,2891.57
2,1,16600,2891.57
1,4,8300,2891.57
2,2,8300,2891.57
4,1,8300,2891.57
83,1,400,2891.57
83,2,200,2891.57
166,1,200,2891.57
83,4,100,2891.57
166,2,100,2891.57
1,1,33300,2882.88
3,1,11100,2882.88
9,1,3700,2882.88
37,1,900,2882.88
111,1,300,2882.88
1,1,33400,2874.25
1,2,16700,2874.25
2,1,16700,2874.25
167,1,200,2874.25
167,2,100,2874.25
1,1,33500,2865.67
5,1,6700,2865.67
67,1,500,2865.67
1,1,33600,2857.14
1,2,16800,2857.14
2,1,16800,2857.14
3,1,11200,2857.14
1,4,8400,2857.14
2,2,8400,2857.14
4,1,8400,2857.14
3,2,5600,2857.14
6,1,5600,2857.14
7,1,4800,2857.14
1,8,4200,2857.14
2,4,4200,2857.14
4,2,4200,2857.14
8,1,4200,2857.14
3,4,2800,2857.14
6,2,2800,2857.14
12,1,2800,2857.14
7,2,2400,2857.14
14,1,2400,2857.14
1,16,2100,2857.14
2,8,2100,2857.14
4,4,2100,2857.14
8,2,2100,2857.14
16,1,2100,2857.14
21,1,1600,2857.14
3,8,1400,2857.14
6,4,1400,2857.14
12,2,1400,2857.14
24,1,1400,2857.14
7,4,1200,2857.14
14,2,1200,2857.14
28,1,1200,2857.14
21,2,800,2857.14
42,1,800,2857.14
3,16,700,2857.14
6,8,700,2857.14
12,4,700,2857.14
24,2,700,2857.14
48,1,700,2857.14
7,8,600,2857.14
14,4,600,2857.14
28,2,600,2857.14
56,1,600,2857.14
21,4,400,2857.14
42,2,400,2857.14
84,1,400,2857.14
7,16,300,2857.14
14,8,300,2857.14
28,4,300,2857.14
56,2,300,2857.14
112,1,300,2857.14
21,8,200,2857.14
42,4,200,2857.14
84,2,200,2857.14
168,1,200,2857.14
21,16,100,2857.14
42,8,100,2857.14
84,4,100,2857.14
168,2,100,2857.14
1,1,33700,2848.66
1,1,33800,2840.24
1,2,16900,2840.24
2,1,16900,2840.24
13,1,2600,2840.24
13,2,1300,2840.24
26,1,1300,2840.24
169,1,200,2840.24
169,2,100,2840.24
1,1,33900,2831.86
3,1,11300,2831.86
113,1,300,2831.86
1,1,34000,2823.53
1,2,17000,2823.53
2,1,17000,2823.53
1,4,8500,2823.53
2,2,8500,2823.53
4,1,8500,2823.53
5,1,6800,2823.53
5,2,3400,2823.53
10,1,3400,2823.53
17,1,2000,2823.53
5,4,1700,2823.53
10,2,1700,2823.53
20,1,1700,2823.53
17,2,1000,2823.53
34,1,1000,2823.53
17,4,500,2823.53
34,2,500,2823.53
68,1,500,2823.53
85,1,400,2823.53
85,2,200,2823.53
170,1,200,2823.53
85,4,100,2823.53
170,2,100,2823.53
1,1,34100,2815.25
11,1,3100,2815.25
31,1,1100,2815.25
1,1,34200,2807.02
1,2,17100,2807.02
2,1,17100,2807.02
3,1,11400,2807.02
3,2,5700,2807.02
6,1,5700,2807.02
9,1,3800,2807.02
9,2,1900,2807.02
18,1,1900,2807.02
19,1,1800,2807.02
19,2,900,2807.02
38,1,900,2807.02
57,1,600,2807.02
57,2,300,2807.02
114,1,300,2807.02
171,1,200,2807.02
171,2,100,2807.02
1,1,34300,2798.83
7,1,4900,2798.83
49,1,700,2798.83
1,1,34400,2790.70
1,2,17200,2790.70
2,1,17200,2790.70
1,4,8600,2790.70
2,2,8600,2790.70
4,1,8600,2790.70
1,8,4300,2790.70
2,4,4300,2790.70
4,2,4300,2790.70
8,1,4300,2790.70
43,1,800,2790.70
43,2,400,2790.70
86,1,400,2790.70
43,4,200,2790.70
86,2,200,2790.70
172,1,200,2790.70
43,8,100,2790.70
86,4,100,2790.70
172,2,100,2790.70
1,1,34500,2782.61
3,1,11500,2782.61
5,1,6900,2782.61
15,1,2300,2782.61
23,1,1500,2782.61
69,1,500,2782.61
115,1,300,2782.61
1,1,34600,2774.57
1,2,17300,2774.57
2,1,17300,2774.57
173,1,200,2774.57
173,2,100,2774.57
1,1,34700,2766.57
1,1,34800,2758.62
1,2,17400,2758.62
2,1,17400,2758.62
3,1,11600,2758.62
1,4,8700,2758.62
2,2,8700,2758.62
4,1,8700,2758.62
3,2,5800,2758.62
6,1,5800,2758.62
3,4,2900,2758.62
6,2,2900,2758.62
12,1,2900,2758.62
29,1,1200,2758.62
29,2,600,2758.62
58,1,600,2758.62
87,1,400,2758.62
29,4,300,2758.62
58,2,300,2758.62
116,1,300,2758.62
87,2,200,2758.62
174,1,200,2758.62
87,4,100,2758.62
174,2,100,2758.62
1,1,34900,2750.72
1,1,35000,2742.86
1,2,17500,2742.86
2,1,17500,2742.86
5,1,7000,2742.86
7,1,5000,2742.86
5,2,3500,2742.86
10,1,3500,2742.86
7,2,2500,2742.86
14,1,2500,2742.86
25,1,1400,2742.86
35,1,1000,2742.86
25,2,700,2742.86
50,1,700,2742.86
35,2,500,2742.86
70,1,500,2742.86
175,1,200,2742.86
175,2,100,2742.86
1,1,35100,2735.04
3,1,11700,2735.04
9,1,3900,2735.04
13,1,2700,2735.04
27,1,1300,2735.04
39,1,900,2735.04
117,1,300,2735.04
1,1,35200,2727.27
1,2,17600,2727.27
2,1,17600,2727.27
1,4,8800,2727.27
2,2,8800,2727.27
4,1,8800,2727.27
1,8,4400,2727.27
2,4,4400,2727.27
4,2,4400,2727.27
8,1,4400,2727.27
11,1,3200,2727.27
1,16,2200,2727.27
2,8,2200,2727.27
4,4,2200,2727.27
8,2,2200,2727.27
16,1,2200,2727.27
11,2,1600,2727.27
22,1,1600,2727.27
2,16,1100,2727.27
4,8,1100,2727.27
8,4,1100,2727.27
16,2,1100,2727.27
32,1,1100,2727.27
11,4,800,2727.27
22,2,800,2727.27
44,1,800,2727.27
11,8,400,2727.27
22,4,400,2727.27
44,2,400,2727.27
88,1,400,2727.27
11,16,200,2727.27
22,8,200,2727.27
44,4,200,2727.27
88,2,200,2727.27
176,1,200,2727.27
22,16,100,2727.27
44,8,100,2727.27
88,4,100,2727.27
176,2,100,2727.27
1,1,35300,2719.55
1,1,35400,2711.86
1,2,17700,2711.86
2,1,17700,2711.86
3,1,11800,2711.86
3,2,5900,2711.86
6,1,5900,2711.86
59,1,600,2711.86
59,2,300,2711.86
118,1,300,2711.86
177,1,200,2711.86
177,2,100,2711.86
1,1,35500,2704.23
5,1,7100,2704.23
71,1,500,2704.23
1,1,35600,2696.63
1,2,17800,2696.63
2,1,17800,2696.63
1,4,8900,2696.63
2,2,8900,2696.63
4,1,8900,2696.63
89,1,400,2696.63
89,2,200,2696.63
178,1,200,2696.63
89,4,100,2696.63
178,2,100,2696.63
1,1,35700,2689.08
3,1,11900,2689.08
7,1,5100,2689.08
17,1,2100,2689.08
21,1,1700,2689.08
51,1,700,2689.08
119,1,300,2689.08
1,1,35800,2681.56
1,2,17900,2681.56
2,1,17900,2681.56
179,1,200,2681.56
179,2,100,2681.56
1,1,35900,2674.09
1,1,36000,2666.67
1,2,18000,2666.67
2,1,18000,2666.67
3,1,12000,2666.67
1,4,9000,2666.67
2,2,9000,2666.67
4,1,9000,2666.67
5,1,7200,2666.67
3,2,6000,2666.67
6,1,6000,2666.67
1,8,4500,2666.67
2,4,4500,2666.67
4,2,4500,2666.67
8,1,4500,2666.67
9,1,4000,2666.67
5,2,3600,2666.67
10,1,3600,2666.67
3,4,3000,2666.67
6,2,3000,2666.67
12,1,3000,2666.67
15,1,2400,2666.67
9,2,2000,2666.67
18,1,2000,2666.67
5,4,1800,2666.67
10,2,1800,2666.67
20,1,1800,2666.67
3,8,1500,2666.67
6,4,1500,2666.67
12,2,1500,2666.67
24,1,1500,2666.67
15,2,1200,2666.67
30,1,1200,2666.67
9,4,1000,2666.67
18,2,1000,2666.67
36,1,1000,2666.67
5,8,900,2666.67
10,4,900,2666.67
20,2,900,2666.67
40,1,900,2666.67
45,1,800,2666.67
15,4,600,2666.67
30,2,600,2666.67
60,1,600,2666.67
9,8,500,2666.67
18,4,500,2666.67
36,2,500,2666.67
72,1,500,2666.67
45,2,400,2666.67
90,1,400,2666.67
15,8,300,2666.67
30,4,300,2666.67
60,2,300,2666.67
120,1,300,2666.67
45,4,200,2666.67
90,2,200,2666.67
180,1,200,2666.67
45,8,100,2666.67
90,4,100,2666.67
180,2,100,2666.67
1,1,36100,2659.28
19,1,1900,2659.28
1,1,36200,2651.93
1,2,18100,2651.93
2,1,18100,2651.93
181,1,200,2651.93
181,2,100,2651.93
1,1,36300,2644.63
3,1,12100,2644.63
11,1,3300,2644.63
33,1,1100,2644.63
121,1,300,2644.63
1,1,36400,2637.36
1,2,18200,2637.36
2,1,18200,2637.36
1,4,9100,2637.36
2,2,9100,2637.36
4,1,9100,2637.36
7,1,5200,2637.36
13,1,2800,2637.36
7,2,2600,2637.36
14,1,2600,2637.36
13,2,1400,2637.36
26,1,1400,2637.36
7,4,1300,2637.36
14,2,1300,2637.36
28,1,1300,2637.36
13,4,700,2637.36
26,2,700,2637.36
52,1,700,2637.36
91,1,400,2637.36
91,2,200,2637.36
182,1,200,2637.36
91,4,100,2637.36
182,2,100,2637.36
1,1,36500,2630.14
5,1,7300,2630.14
73,1,500,2630.14
1,1,36600,2622.95
1,2,18300,2622.95
2,1,18300,2622.95
3,1,12200,2622.95
3,2,6100,2622.95
6,1,6100,2622.95
61,1,600,2622.95
61,2,300,2622.95
122,1,300,2622.95
183,1,200,2622.95
183,2,100,2622.95
1,1,36700,2615.80
1,1,36800,2608.70
1,2,18400,2608.70
2,1,18400,2608.70
1,4,9200,2608.70
2,2,9200,2608.70
4,1,9200,2608.70
1,8,4600,2608.70
2,4,4600,2608.70
4,2,4600,2608.70
8,1,4600,2608.70
1,16,2300,2608.70
2,8,2300,2608.70
4,4,2300,2608.70
8,2,2300,2608.70
16,1,2300,2608.70
23,1,1600,2608.70
23,2,800,2608.70
46,1,800,2608.70
23,4,400,2608.70
46,2,400,2608.70
92,1,400,2608.70
23,8,200,2608.70
46,4,200,2608.70
92,2,200,2608.70
184,1,200,2608.70
23,16,100,2608.70
46,8,100,2608.70
92,4,100,2608.70
184,2,100,2608.70
1,1,36900,2601.63
3,1,12300,2601.63
9,1,4100,2601.63
41,1,900,2601.63
123,1,300,2601.63
1,1,37000,2594.59
1,2,18500,2594.59
2,1,18500,2594.59
5,1,7400,2594.59
5,2,3700,2594.59
10,1,3700,2594.59
37,1,1000,2594.59
37,2,500,2594.59
74,1,500,2594.59
185,1,200,2594.59
185,2,100,2594.59
1,1,37100,2587.60
7,1,5300,2587.60
53,1,700,2587.60
1,1,37200,2580.65
1,2,18600,2580.65
2,1,18600,2580.65
3,1,12400,2580.65
1,4,9300,2580.65
2,2,9300,2580.65
4,1,9300,2580.65
3,2,6200,2580.65
6,1,6200,2580.65
3,4,3100,2580.65
6,2,3100,2580.65
12,1,3100,2580.65
31,1,1200,2580.65
31,2,600,2580.65
62,1,600,2580.65
93,1,400,2580.65
31,4,300,2580.65
62,2,300,2580.65
124,1,300,2580.65
93,2,200,2580.65
186,1,200,2580.65
93,4,100,2580.65
186,2,100,2580.65
1,1,37300,2573.73
1,1,37400,2566.84
1,2,18700,2566.84
2,1,18700,2566.84
11,1,3400,2566.84
17,1,2200,2566.84
11,2,1700,2566.84
22,1,1700,2566.84
17,2,1100,2566.84
34,1,1100,2566.84
187,1,200,2566.84
187,2,100,2566.84
1,1,37500,2560.00
3,1,12500,2560.00
5,1,7500,2560.00
15,1,2500,2560.00
25,1,1500,2560.00
75,1,500,2560.00
125,1,300,2560.00
1,1,37600,2553.19
1,2,18800,2553.19
2,1,18800,2553.19
1,4,9400,2553.19
2,2,9400,2553.19
4,1,9400,2553.19
1,8,4700,2553.19
2,4,4700,2553.19
4,2,4700,2553.19
8,1,4700,2553.19
47,1,800,2553.19
47,2,400,2553.19
94,1,400,2553.19
47,4,200,2553.19
94,2,200,2553.19
188,1,200,2553.19
47,8,100,2553.19
94,4,100,2553.19
188,2,100,2553.19
1,1,37700,2546.42
13,1,2900,2546.42
29,1,1300,2546.42
1,1,37800,2539.68
1,2,18900,2539.68
2,1,18900,2539.68
3,1,12600,2539.68
3,2,6300,2539.68
6,1,6300,2539.68
7,1,5400,2539.68
9,1,4200,2539.68
7,2,2700,2539.68
14,1,2700,2539.68
9,2,2100,2539.68
18,1,2100,2539.68
21,1,1800,2539.68
27,1,1400,2539.68
21,2,900,2539.68
42,1,900,2539.68
27,2,700,2539.68
54,1,700,2539.68
63,1,600,2539.68
63,2,300,2539.68
126,1,300,2539.68
189,1,200,2539.68
189,2,100,2539.68
1,1,37900,2532.98
1,1,38000,2526.32
1,2,19000,2526.32
2,1,19000,2526.32
1,4,9500,2526.32
2,2,9500,2526.32
4,1,9500,2526.32
5,1,7600,2526.32
5,2,3800,2526.32
10,1,3800,2526.32
19,1,2000,2526.32
5,4,1900,2526.32
10,2,1900,2526.32
20,1,1900,2526.32
19,2,1000,2526.32
38,1,1000,2526.32
19,4,500,2526.32
38,2,500,2526.32
76,1,500,2526.32
95,1,400,2526.32
95,2,200,2526.32
190,1,200,2526.32
95,4,100,2526.32
190,2,100,2526.32
1,1,38100,2519.69
3,1,12700,2519.69
127,1,300,2519.69
1,1,38200,2513.09
1,2,19100,2513.09
2,1,19100,2513.09
191,1,200,2513.09
191,2,100,2513.09
1,1,38300,2506.53
1,1,38400,2500.00
1,2,19200,2500.00
2,1,19200,2500.00
3,1,12800,2500.00
1,4,9600,2500.00
2,2,9600,2500.00
4,1,9600,2500.00
3,2,6400,2500.00
6,1,6400,2500.00
1,8,4800,2500.00
2,4,4800,2500.00
4,2,4800,2500.00
8,1,4800,2500.00
3,4,3200,2500.00
6,2,3200,2500.00
12,1,3200,2500.00
1,16,2400,2500.00
2,8,2400,2500.00
4,4,2400,2500.00
8,2,2400,2500.00
16,1,2400,2500.00
3,8,1600,2500.00
6,4,1600,2500.00
12,2,1600,2500.00
24,1,1600,2500.00
2,16,1200,2500.00
4,8,1200,2500.00
8,4,1200,2500.00
16,2,1200,2500.00
32,1,1200,2500.00
3,16,800,2500.00
6,8,800,2500.00
12,4,800,2500.00
24,2,800,2500.00
48,1,800,2500.00
1,64,600,2500.00
4,16,600,2500.00
8,8,600,2500.00
16,4,600,2500.00
32,2,600,2500.00
64,1,600,2500.00
6,16,400,2500.00
12,8,400,2500.00
24,4,400,2500.00
48,2,400,2500.00
96,1,400,2500.00
2,64,300,2500.00
8,16,300,2500.00
16,8,300,2500.00
32,4,300,2500.00
64,2,300,2500.00
128,1,300,2500.00
3,64,200,2500.00
12,16,200,2500.00
24,8,200,2500.00
48,4,200,2500.00
96,2,200,2500.00
192,1,200,2500.00
6,64,100,2500.00
24,16,100,2500.00
48,8,100,2500.00
96,4,100,2500.00
192,2,100,2500.00
1,1,38500,2493.51
5,1,7700,2493.51
7,1,5500,2493.51
11,1,3500,2493.51
35,1,1100,2493.51
55,1,700,2493.51
77,1,500,2493.51
1,1,38600,2487.05
1,2,19300,2487.05
2,1,19300,2487.05
193,1,200,2487.05
193,2,100,2487.05
1,1,38700,2480.62
3,1,12900,2480.62
9,1,4300,2480.62
43,1,900,2480.62
129,1,300,2480.62
1,1,38800,2474.23
1,2,19400,2474.23
2,1,19400,2474.23
1,4,9700,2474.23
2,2,9700,2474.23
4,1,9700,2474.23
97,1,400,2474.23
97,2,200,2474.23
194,1,200,2474.23
97,4,100,2474.23
194,2,100,2474.23
1,1,38900,2467.87
1,1,39000,2461.54
1,2,19500,2461.54
2,1,19500,2461.54
3,1,13000,2461.54
5,1,7800,2461.54
3,2,6500,2461.54
6,1,6500,2461.54
5,2,3900,2461.54
10,1,3900,2461.54
13,1,3000,2461.54
15,1,2600,2461.54
13,2,1500,2461.54
26,1,1500,2461.54
15,2,1300,2461.54
30,1,1300,2461.54
39,1,1000,2461.54
65,1,600,2461.54
39,2,500,2461.54
78,1,500,2461.54
65,2,300,2461.54
130,1,300,2461.54
195,1,200,2461.54
195,2,100,2461.54
1,1,39100,2455.24
17,1,2300,2455.24
23,1,1700,2455.24
1,1,39200,2448.98
1,2,19600,2448.98
2,1,19600,2448.98
1,4,9800,2448.98
2,2,9800,2448.98
4,1,9800,2448.98
7,1,5600,2448.98
1,8,4900,2448.98
2,4,4900,2448.98
4,2,4900,2448.98
8,1,4900,2448.98
7,2,2800,2448.98
14,1,2800,2448.98
7,4,1400,2448.98
14,2,1400,2448.98
28,1,1400,2448.98
49,1,800,2448.98
7,8,700,2448.98
14,4,700,2448.98
28,2,700,2448.98
56,1,700,2448.98
49,2,400,2448.98
98,1,400,2448.98
49,4,200,2448.98
98,2,200,2448.98
196,1,200,2448.98
49,8,100,2448.98
98,4,100,2448.98
196,2,100,2448.98
1,1,39300,2442.75
3,1,13100,2442.75
131,1,300,2442.75
1,1,39400,2436.55
1,2,19700,2436.55
2,1,19700,2436.55
197,1,200,2436.55
197,2,100,2436.55
1,1,39500,2430.38
5,1,7900,2430.38
79,1,500,2430.38
1,1,39600,2424.24
1,2,19800,2424.24
2,1,19800,2424.24
3,1,13200,2424.24
1,4,9900,2424.24
2,2,9900,2424.24
4,1,9900,2424.24
3,2,6600,2424.24
6,1,6600,2424.24
9,1,4400,2424.24
11,1,3600,2424.24
3,4,3300,2424.24
6,2,3300,2424.24
12,1,3300,2424.24
9,2,2200,2424.24
18,1,2200,2424.24
11,2,1800,2424.24
22,1,1800,2424.24
33,1,1200,2424.24
9,4,1100,2424.24
18,2,1100,2424.24
36,1,1100,2424.24
11,4,900,2424.24
22,2,900,2424.24
44,1,900,2424.24
33,2,600,2424.24
66,1,600,2424.24
99,1,400,2424.24
33,4,300,2424.24
66,2,300,2424.24
132,1,300,2424.24
99,2,200,2424.24
198,1,200,2424.24
99,4,100,2424.24
198,2,100,2424.24
1,1,39700,2418.14
1,1,39800,2412.06
1,2,19900,2412.06
2,1,19900,2412.06
199,1,200,2412.06
199,2,100,2412.06
1,1,39900,2406.02
3,1,13300,2406.02
7,1,5700,2406.02
19,1,2100,2406.02
21,1,1900,2406.02
57,1,700,2406.02
133,1,300,2406.02
1,1,40000,2400.00
1,2,20000,2400.00
2,1,20000,2400.00
1,4,10000,2400.00
2,2,10000,2400.00
4,1,10000,2400.00
5,1,8000,2400.00
1,8,5000,2400.00
2,4,5000,2400.00
4,2,5000,2400.00
8,1,5000,2400.00
5,2,4000,2400.00
10,1,4000,2400.00
1,16,2500,2400.00
2,8,2500,2400.00
4,4,2500,2400.00
8,2,2500,2400.00
16,1,2500,2400.00
5,4,2000,2400.00
10,2,2000,2400.00
20,1,2000,2400.00
25,1,1600,2400.00
5,8,1000,2400.00
10,4,1000,2400.00
20,2,1000,2400.00
40,1,1000,2400.00
25,2,800,2400.00
50,1,800,2400.00
5,16,500,2400.00
10,8,500,2400.00
20,4,500,2400.00
40,2,500,2400.00
80,1,500,2400.00
25,4,400,2400.00
50,2,400,2400.00
100,1,400,2400.00
25,8,200,2400.00
50,4,200,2400.00
100,2,200,2400.00
200,1,200,2400.00
25,16,100,2400.00
50,8,100,2400.00
100,4,100,2400.00
200,2,100,2400.00
1,1,40100,2394.01
1,1,40200,2388.06
1,2,20100,2388.06
2,1,20100,2388.06
3,1,13400,2388.06
3,2,6700,2388.06
6,1,6700,2388.06
67,1,600,2388.06
67,2,300,2388.06
134,1,300,2388.06
201,1,200,2388.06
201,2,100,2388.06
1,1,40300,2382.13
13,1,3100,2382.13
31,1,1300,2382.13
1,1,40400,2376.24
1,2,20200,2376.24
2,1,20200,2376.24
1,4,10100,2376.24
2,2,10100,2376.24
4,1,10100,2376.24
101,1,400,2376.24
101,2,200,2376.24
202,1,200,2376.24
101,4,100,2376.24
202,2,100,2376.24
1,1,40500,2370.37
3,1,13500,2370.37
5,1,8100,2370.37
9,1,4500,2370.37
15,1,2700,2370.37
27,1,1500,2370.37
45,1,900,2370.37
81,1,500,2370.37
135,1,300,2370.37
1,1,40600,2364.53
1,2,20300,2364.53
2,1,20300,2364.53
7,1,5800,2364.53
7,2,2900,2364.53
14,1,2900,2364.53
29,1,1400,2364.53
29,2,700,2364.53
58,1,700,2364.53
203,1,200,2364.53
203,2,100,2364.53
1,1,40700,2358.72
11,1,3700,2358.72
37,1,1100,2358.72
1,1,40800,2352.94
1,2,20400,2352.94
2,1,20400,2352.94
3,1,13600,2352.94
1,4,10200,2352.94
2,2,10200,2352.94
4,1,10200,2352.94
3,2,6800,2352.94
6,1,6800,2352.94
1,8,5100,2352.94
2,4,5100,2352.94
4,2,5100,2352.94
8,1,5100,2352.94
3,4,3400,2352.94
6,2,3400,2352.94
12,1,3400,2352.94
17,1,2400,2352.94
3,8,1700,2352.94
6,4,1700,2352.94
12,2,1700,2352.94
24,1,1700,2352.94
17,2,1200,2352.94
34,1,1200,2352.94
51,1,800,2352.94
17,4,600,2352.94
34,2,600,2352.94
68,1,600,2352.94
51,2,400,2352.94
102,1,400,2352.94
17,8,300,2352.94
34,4,300,2352.94
68,2,300,2352.94
136,1,300,2352.94
51,4,200,2352.94
102,2,200,2352.94
204,1,200,2352.94
51,8,100,2352.94
102,4,100,2352.94
204,2,100,2352.94
1,1,40900,2347.19
1,1,41000,2341.46
1,2,20500,2341.46
2,1,20500,2341.46
5,1,8200,2341.46
5,2,4100,2341.46
10,1,4100,2341.46
41,1,1000,2341.46
41,2,500,2341.46
82,1,500,2341.46
205,1,200,2341.46
205,2,100,2341.46
1,1,41100,2335.77
3,1,13700,2335.77
137,1,300,2335.77
1,1,41200,2330.10
1,2,20600,2330.10
2,1,20600,2330.10
1,4,10300,2330.10
2,2,10300,2330.10
4,1,10300,2330.10
103,1,400,2330.10
103,2,200,2330.10
206,1,200,2330.10
103,4,100,2330.10
206,2,100,2330.10
1,1,41300,2324.46
7,1,5900,2324.46
59,1,700,2324.46
1,1,41400,2318.84
1,2,20700,2318.84
2,1,20700,2318.84
3,1,13800,2318.84
3,2,6900,2318.84
6,1,6900,2318.84
9,1,4600,2318.84
9,2,2300,2318.84
18,1,2300,2318.84
23,1,1800,2318.84
23,2,900,2318.84
46,1,900,2318.84
69,1,600,2318.84
69,2,300,2318.84
138,1,300,2318.84
207,1,200,2318.84
207,2,100,2318.84
1,1,41500,2313.25
5,1,8300,2313.25
83,1,500,2313.25
1,1,41600,2307.69
1,2,20800,2307.69
2,1,20800,2307.69
1,4,10400,2307.69
2,2,10400,2307.69
4,1,10400,2307.69
1,8,5200,2307.69
2,4,5200,2307.69
4,2,5200,2307.69
8,1,5200,2307.69
13,1,3200,2307.69
1,16,2600,2307.69
2,8,2600,2307.69
4,4,2600,2307.69
8,2,2600,2307.69
16,1,2600,2307.69
13,2,1600,2307.69
26,1,1600,2307.69
2,16,1300,2307.69
4,8,1300,2307.69
8,4,1300,2307.69
16,2,1300,2307.69
32,1,1300,2307.69
13,4,800,2307.69
26,2,800,2307.69
52,1,800,2307.69
13,8,400,2307.69
26,4,400,2307.69
52,2,400,2307.69
104,1,400,2307.69
13,16,200,2307.69
26,8,200,2307.69
52,4,200,2307.69
104,2,200,2307.69
208,1,200,2307.69
26,16,100,2307.69
52,8,100,2307.69
104,4,100,2307.69
208,2,100,2307.69
1,1,41700,2302.16
3,1,13900,2302.16
139,1,300,2302.16
1,1,41800,2296.65
1,2,20900,2296.65
2,1,20900,2296.65
11,1,3800,2296.65
19,1,2200,2296.65
11,2,1900,2296.65
22,1,1900,2296.65
19,2,1100,2296.65
38,1,1100,2296.65
